TaxonName,Locality,MaterialType,AltitudeFrom,AltitudeTo,CoordLatDD,CoordLongDD,CountryName,ItemAccNoFull,ItemLocationCode,AccNoCons,CollNo,DetType,ProvenanceCode,AtrA_Variant,Collector,ItemSpecCount
Neillia thyrsiflora,San Sa Ho,seed,1825,1825,22.354,103.778883,Viet Nam,2015-0520.09,3AAG,,HN-E056,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Neillia thyrsiflora,San Sa Ho,seed,1825,1825,22.354,103.778883,Viet Nam,2015-0520.10,3AAG,,HN-E056,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Neillia thyrsiflora,San Sa Ho,seed,1825,1825,22.354,103.778883,Viet Nam,2015-0520.11,3AAG,,HN-E056,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Hydrangea hirsuta,Ton Station,seed,1865,,22.349867,103.774267,Viet Nam,2015-0522.01,3AE5,,HN-E063,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Stewartia pteropetiolata,Ton Station,seed,1865,,22.349867,103.774267,Viet Nam,2015-0524.88,8,,HN-E076,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",5
Sorbus sp.,Ton Station,seed,1969,1969,22.34585,103.774867,Viet Nam,2015-0529.88,8,,HN-E084,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Schefflera dongnaiensis var. langbianensis,Ton Station,seed,1970,1970,22.34285,103.775783,Viet Nam,2015-0535.01,3AA3,,HN-E094,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Schefflera sp.,Ton Station,seed,2147,2147,22.32975,103.781583,Viet Nam,2015-0546.01,3AA3,,HN-E120,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Lobelia montana,Ton Station,seed,2196,,22.328283,103.7817,Viet Nam,2015-0547.01,3AB3,,HN-E121,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",9
Gaultheria sp.,Ton Station,seed,2196,,22.328283,103.7817,Viet Nam,2015-0550.02,3AAD,,HN-E126,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Gaultheria sp.,Ton Station,seed,2196,,22.328283,103.7817,Viet Nam,2015-0550.03,3AAD,,HN-E126,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Gaultheria sp.,Ton Station,seed,2196,,22.328283,103.7817,Viet Nam,2015-0550.04,3AAD,,HN-E126,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Camellia lutchuensis,Ton Station,seed,2196,,22.328283,103.7817,Viet Nam,2015-0552.88,8,,HN-E128,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",6
Hydrangea sp.,Ton Station,seed,2365,,22.326933,103.776267,Viet Nam,2015-0556.01,3AB1,,HN-E139,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Hydrangea sp.,Ton Station,seed,2365,,22.326933,103.776267,Viet Nam,2015-0556.02,3AB1,,HN-E139,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Hydrangea sp.,Ton Station,seed,2365,,22.326933,103.776267,Viet Nam,2015-0556.03,3AB1,,HN-E139,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Hedychium sp.,Ton Station,seed,2589,,22.454867,104.015167,Viet Nam,2015-0561.01,3AB3,,HN-E152,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",6
Acer sp.,Ton Station,seed,2605,,22.320133,103.76985,Viet Nam,2015-0562.88,8,,HN-E156,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",6
Hedychium sp.,Khoang Village,seed,1744,1744,22.380717,103.7942,Viet Nam,2015-0573.01,3AB6,,HN-E196,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",6
Hedychium sp.,Khoang Village,seed,1749,1749,22.3812,103.796067,Viet Nam,2015-0575.01,3AB6,,HN-E200,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",2
Piper arborescens,Khoang Village,seed,1781,,22.382933,103.796467,Viet Nam,2015-0585.01,3AA5,,HN-E227,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Piper arborescens,Khoang Village,seed,1781,,22.382933,103.796467,Viet Nam,2015-0585.02,3AA5,,HN-E227,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Dactylicapnos scandens,Khoang Village,seed,1785,1785,22.38265,103.785967,Viet Nam,2015-0590.01,3AA4,,HN-E242,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Dactylicapnos scandens,Khoang Village,seed,1785,1785,22.38265,103.785967,Viet Nam,2015-0590.02,3AA4,,HN-E242,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Dactylicapnos scandens,Khoang Village,seed,1785,1785,22.38265,103.785967,Viet Nam,2015-0590.03,3AA4,,HN-E242,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Luculia gratissima,Bat Dai Son,seed,1011,1011,23.14015,105.008833,Viet Nam,2015-0591.88,8,,HN-E246,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",5
Luculia gratissima,Bat Dai Son,seed,1012,1012,24.14015,106.008833,Viet Nam,2015-0592.88,8,,HN-E248,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",5
Saurauia roxburghii,Bat Dai Son,seed,1126,1126,23.133233,105.000317,Viet Nam,2015-0594.01,3AB6,,HN-E256,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",3
Callicarpa longifolia,Bat Dai Son,seed,1155,,23.133517,104.999483,Viet Nam,2015-0595.02,3AD5,,HN-E261,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,Bat Dai Son,seed,1155,,23.133517,104.999483,Viet Nam,2015-0595.04,3AD5,,HN-E261,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,Bat Dai Son,seed,1155,,23.133517,104.999483,Viet Nam,2015-0595.05,3AD5,,HN-E261,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,Bat Dai Son,seed,1155,,23.133517,104.999483,Viet Nam,2015-0595.06,3AD5,,HN-E261,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,Bat Dai Son,seed,1155,,23.133517,104.999483,Viet Nam,2015-0595.07,3AD5,,HN-E261,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Ficus tinctoria,Bat Dai Son,seed,890,890,23.091433,105.02065,Viet Nam,2015-0598.88,8,,HN-E281,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",4
Buddleja sp.,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1916,,22.81635,104.80935,Viet Nam,2015-0604.01,3ADA,,HN-E314,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Buddleja sp.,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1916,,22.81635,104.80935,Viet Nam,2015-0604.02,3ADA,,HN-E314,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Buddleja sp.,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1916,,22.81635,104.80935,Viet Nam,2015-0604.03,3ADA,,HN-E314,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Buddleja sp.,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1916,,22.81635,104.80935,Viet Nam,2015-0604.04,3AE6,,HN-E314,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Buddleja sp.,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1916,,22.81635,104.80935,Viet Nam,2015-0604.05,3AE6,,HN-E314,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1916,,22.81635,104.80935,Viet Nam,2015-0606.01,3AB8,,HN-E317,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1916,,22.81635,104.80935,Viet Nam,2015-0606.02,3AB8,,HN-E317,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1916,,22.81635,104.80935,Viet Nam,2015-0606.03,3AB8,,HN-E317,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1916,,22.81635,104.80935,Viet Nam,2015-0606.04,3AB8,,HN-E317,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1916,,22.81635,104.80935,Viet Nam,2015-0606.05,3AB8,,HN-E317,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Hydrangea sp.,"Tay Con Linh mountain, Xan Xa Ho Village Commune",seed,1925,1925,22.8145,104.8083,Viet Nam,2015-0608.01,3AAA,,HN-E320,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Desmodium multiflorum,"Tay Con Linh mountain, Xan Xa Ho Village Commune",seed,1925,1925,22.8145,104.8083,Viet Nam,2015-0609.02,3AD5,,HN-E321,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Desmodium multiflorum,"Tay Con Linh mountain, Xan Xa Ho Village Commune",seed,1925,1925,22.8145,104.8083,Viet Nam,2015-0609.03,3AD5,,HN-E321,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Lyonia sp.,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1847,1847,22.8157,104.8037,Viet Nam,2015-0613.88,8,,HN-E350,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",5
Gaultheria sp.,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1847,1847,22.8157,104.8037,Viet Nam,2015-0614.01,3AAA,,HN-E352,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Gaultheria sp.,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1847,1847,22.8157,104.8037,Viet Nam,2015-0614.02,3AAA,,HN-E352,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Gaultheria sp.,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1847,1847,22.8157,104.8037,Viet Nam,2015-0614.03,3AAA,,HN-E352,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Brucea javanica,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1850,1850,22.820467,104.808983,Viet Nam,2015-0626.88,8,,HN-E373,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Vaccinium sp.,Tay Con Linh Mountain Xan Xa Ho Village Lao Commune,seed,1727,,22.82505,104.821717,Viet Nam,2015-0629.01,3AB3,,HN-E380,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Osbeckia sp.,Tay Con Linh Mountain Xan Xa Ho Village Lao Commune,seed,1727,,22.82505,104.821717,Viet Nam,2015-0631.01,3AAF,,HN-E382,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Zingiber sp.,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1577,1577,22.827033,104.827033,Viet Nam,2015-0635.01,3AA6,,HN-E391,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Rhynchotechum parviflorum,"Tay Con Linh mountain, Xan Xa Ho Village Lao Commune",seed,1577,1577,22.827033,104.827033,Viet Nam,2015-0636.01,3AAC,,HN-E392,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",5
Callicarpa longifolia,Tam Dao,seed,1366,,21.479317,105.631233,Viet Nam,2015-0649.01,3ADA,,HN-E433,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,Tam Dao,seed,1366,,21.479317,105.631233,Viet Nam,2015-0649.02,3ADA,,HN-E433,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,Tam Dao,seed,1366,,21.479317,105.631233,Viet Nam,2015-0649.03,3ADA,,HN-E433,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,Tam Dao,seed,1366,,21.479317,105.631233,Viet Nam,2015-0649.04,3ADA,,HN-E433,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,Tam Dao,seed,1366,,21.479317,105.631233,Viet Nam,2015-0649.05,3ADA,,HN-E433,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,Tam Dao,seed,1366,,21.479317,105.631233,Viet Nam,2015-0649.06,3ADA,,HN-E433,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Callicarpa longifolia,Tam Dao,seed,1366,,21.479317,105.631233,Viet Nam,2015-0649.07,3ADA,,HN-E433,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Begonia sp.,Tam Dao,seed,964,,21.47405,105.63175,Viet Nam,2015-0660.01,3ABM,,HN-E477,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",2
Begonia sp.,Tam Dao,seed,964,,21.47405,105.63175,Viet Nam,2015-0660.02,3AA7,,HN-E477,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",18
Begonia sp.,Tam Dao,seed,964,,21.47405,105.63175,Viet Nam,2015-0661.01,3AB3,,HN-E478,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",8
Castanopsis calathiformis,"Mengxin village, Canyuan county",seed,1200,,23.236675,99.375532,China,2015-0664.88,8,,DM13524,,W,,"Zhao, J.C.",2
Lithocarpus hancei,"Xingpin county, Mo-pan-shan National Park, evergreen forest",seed,2496,,23.938722,101.992056,China,2015-0667.88,8,,DM12566,,W,,"Deng, M.; Ding, W.N.",4
Lithocarpus grandifolius,"Canyuan county, Nan-gun-he national nature reserve",seed,1120,,23.315548,99.13225,China,2015-0669.88,8,,,cf.,W,,"Zhao, J.C.",1
Lithocarpus variolosus,"Yuan-mou county, Liangshan village, top of the mountain, wind Power station",seed,2990,,23.938639,101.992111,China,2015-0671.88,8,,15CS11387,,W,,Cai J,7
Quercus rehderiana,"Yong-sheng county to Hua-pin county, on the way",seed,2760,,26.608889,99.471444,China,2015-0674.88,8,,DM13442,,W,,"Deng, M.; Ding, W.N.",1
Quercus guyavifolia,"Yanyuan county, Lu-gu Lake",seed,3200,,27.754928,100.804045,China,2015-0676.88,8,,,,W,,Mao LB,1
Cyclobalanopsis austroglauca,"Malipo county, via Kunming Institute of Botany",seed,,,23.174497,104.755653,China,2015-0677.88,8,,DM6558,,W,,"Deng, M.",1
Cyclobalanopsis multinervis,"Guilin, Guilin Botanical Garden - native on site",seed,440,440,25.07637,110.302721,China,2015-0678.88,8,,DM12840,,W,,"Deng, M.",5
Lithocarpus mairei,"Xingpin county, Mo-pan-shan National Park, evergreen forest",seed,2496,,23.938722,101.992056,China,2015-0679.88,8,,DM12570,,W,,"Deng, M.; Ding, W.N.",4
Bomarea dulcis,"Mt. Ampay, above Cachora",seed,4500,,,,Peru,2016-0006.01,LSA1,,,,Z,,,1
Teucrium orientale,Abastumani,seed,1200,,41.7525,42.831944,Georgia,2016-0011.01,LAS4,,15-02-2,,W,,A. & P. Gröger,5
Banksia marginata,Gunning,seedling,,,,,Australia,2016-0012.01,LAA4,,,,W,,,7
Banksia marginata,Giffard West,seedling,,,,,Australia,2016-0013.01,LAA1,,,,W,,,1
Banksia marginata,Runnymede (near),seedling,,,,,Australia,2016-0014.01,LAA1,,,,W,,,9
Banksia marginata,Dove Creek,seedling,,,,,Australia,2016-0016.88,8,,,,W,,,1
Banksia marginata,Glencoe,seedling,,,,,Australia,2016-0017.88,8,,,,W,,,1
Banksia marginata,Nerriga,seedling,,,,,Australia,2016-0018.88,8,,,,W,,,2
Banksia marginata,Hartz Mts.,seedling,,,,,Australia,2016-0019.88,8,,,,W,,,2
Androsace villosa subsp. koso-poljanskii,,plant,,,,,,2016-0020.01,LBF3,,,,G,,,2
Androsace villosa subsp. koso-poljanskii,,plant,,,,,,2016-0020.02,LCS1,,,,G,,,3
Saxifraga 'Jupiter',,plant,,,,,,2016-0022.01,LBF3,,,,G,,,2
Saxifraga 'Jupiter',,plant,,,,,,2016-0022.02,LEU1,,,,G,,,3
Saxifraga 'Karel Hynek Macha',,plant,,,,,,2016-0023.01,LBF3,,,,G,,,2
Saxifraga 'Karel Hynek Macha',,plant,,,,,,2016-0023.02,LBF3,,,,G,,,3
Saxifraga 'Riverslea',,plant,,,,,,2016-0024.01,LBF3,,,,G,,,1
Saxifraga oppositifolia 'Theoden',,plant,,,,,,2016-0025.01,LBF3,,,,G,,,2
Daphne × hendersonii 'Aymon Correvon',,plant,,,,,,2016-0026.01,LEU1,,,,G,,,1
Daphne × hendersonii 'Aymon Correvon',,plant,,,,,,2016-0026.02,LBF3,,,,G,,,1
Daphne arbuscula 'Radicans',,plant,,,,,,2016-0027.88,8,,,,G,,,1
Eriogonum umbellatum var. porteri,,plant,,,,,,2016-0028.01,LBF3,,,,G,,,3
Primula allionii 'Allen Moonbeam',,plant,,,,,,2016-0031.01,LBF3,,,,G,,,1
Dianthus arpadianus var. pumilus,,plant,,,,,,2016-0032.01,LBF3,,,,G,,,1
Dianthus arpadianus var. pumilus,,plant,,,,,,2016-0032.02,LTC1,,,,G,,,1
Heuchera 'Canyon Lands',,plant,,,,,,2016-0033.01,LBF3,,,,G,,,1
Salix candida,,plant,,,,,,2016-0034.01,LBF3,,,,G,,,1
Salix × boydii,,plant,,,,,,2016-0035.01,LBF3,,,,G,,,1
Picea sp.,,plant,,,,,,2016-0036.01,LBF3,,,,G,,,1
Primula marginata,,plant,,,,,,2016-0037.01,LBF3,,,,G,,,1
Sempervivum arachnoideum,,plant,,,,,,2016-0038.01,LBF3,,,,G,,,many
Pinus contorta var. contorta,,plant,,,,,,2016-0039.02,LBF3,,,cf.,G,,,1
Alstroemeria pseudospathulata,,seed,,,,,,2016-0043.01,LSA1,,,,G,,,4
Alstroemeria pseudospathulata,,seed,,,,,,2016-0043.02,LSA2,,,,G,,,3
Babiana rubrocyanea,,seed,,,,,,2016-0045.01,LBF1,,,,G,,,4
Cistanthe tweedyi,,seed,,,,,,2016-0046.01,LCS1,,,,G,yellow flowered selection,,3
Phlox subulata 'Herbert',,plant,,,,,,2016-0047.01,LBF3,,,,G,,,3
Phlox subulata 'Herbert',,plant,,,,,,2016-0047.02,LTC1,,,,G,,,1
Phlox subulata 'Herbert',,plant,,,,,,2016-0047.03,LNA2,,,,G,,,1
Saxifraga cochlearis 'Probynii',,plant,,,,,,2016-0048.01,LEU,,,,G,,,1
Saxifraga 'Jaromir',,plant,,,,,,2016-0051.01,LEU,,,,G,,,1
Saxifraga 'Rainsley Seedling',,plant,,,,,,2016-0053.01,LEU,,,,G,,,1
Saxifraga 'Rainsley Seedling',,plant,,,,,,2016-0053.02,LBF3,,,,G,,,1
Lilium martagon,"Eisenkappel Vellach, Vellacher Kotschna, Offnerhutte",seed,1466,146,46.23022,14.34111,Austria,2016-0055.01,LEU2,,,,W,,,2
Lilium martagon,"Innervillgraten, Arntal, between Unterstalleralm and Schwarzsee",seed,2150,2150,46.5145,12.1836,Austria,2016-0056.88,8,,,,W,,,10
Teucrium capitatum subsp. majoricum,,seed,,,,,,2016-0057.01,LEU3,,,,G,,,6
Calochortus fimbriatus,,seed,,,,,,2016-0059.01,LBF1,,,,G,,,2
Calochortus obispoensis,,seed,,,,,,2016-0060.88,8,,,,G,,,15
