"ID","TaxonID","Taxon","Trait","Data","Units","DataType","Method","SourceID","Region","Lat","Long","Alt","Accuracy","Comments"
"A13411",3264,"Ziziphus lotus","FruitMass","963.1","mg","quantitative","measure","Herrera1987c","W",37.2,-4.2,,"VLow","f.a. Fruit fresh weight=1996mg"
"A03211",3264,"Ziziphus lotus","FruitType","fleshy","[2]","categorical","general reference","Tutin1964","U",,,,,
"A13352",3264,"Ziziphus lotus","SeedMass","352","mg","quantitative","measure","Herrera1987c","W",37.2,-4.2,,"VLow",
"A08319",5439,"Ziziphus spina-christi","GrowthForm","tree","[13]","categorical","general reference","Consensus2017","U",,,,,
"A06893",5439,"Ziziphus spina-christi","StemDensity","0.57","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A10194",6024,"Agrimonia eupatoria","GrowthForm","perennial forb","[13]","categorical","general reference","Consensus2017","U",,,,,
"A10187",6024,"Agrimonia eupatoria","LNCm","14.6","mg/g","quantitative","measure","Kazakou2006","W",43.85,3.933333,130,"High","f.a. SE=0.8"
"A10163",6024,"Agrimonia eupatoria","SLA","13.1","mm2/mg","quantitative","measure","Kazakou2006","W",43.85,3.933333,130,"High","f.a. SE=0.4"
"A10175",6024,"Agrimonia eupatoria","LDMC","297","mg/g","quantitative","measure","Kazakou2006","W",43.85,3.933333,130,"High","f.a. SE=4"
"A10195",6024,"Agrimonia eupatoria","Clonality","rhizomes","[5]","categorical","general reference","Castroviejo1986","U",,,,,
"A16021",6024,"Agrimonia eupatoria","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"A16022",6024,"Agrimonia eupatoria","DispMode","P","[9]","categorical","compilation","Correia2018","U",,,,,
"A04140",3355,"Amelanchier ovalis","GrowthForm","large shrub","[13]","categorical","general reference","Pankhurst2007","U",,,,,
"A06298",3355,"Amelanchier ovalis","LeafDivision","simple","[2]","categorical","experience","Consensus2017","U",,,,,
"A07040",3355,"Amelanchier ovalis","LeafLifespan","6","months","quantitative","measure","VillarSalvador2000","W",,,,,"f.c. data from phenomorphologic herbarium of IPE-CSIC"
"A06633",3355,"Amelanchier ovalis","LeafPhenology","winter deciduous","[4]","categorical","experience","Consensus2017","U",,,,,
"A06363",3355,"Amelanchier ovalis","LeafShape","broad","[7]","categorical","general reference","Consensus2017","U",,,,,
"C00910",3355,"Amelanchier ovalis","LeafArea","large","[5]","semi-quantitative","experience","Valencia2008","W",39.5,-0.75,,"Low",
"E01103",3355,"Amelanchier ovalis","Height","3","m","quantitative","general reference","Bolos1984","W",,,,,
"C00264",3355,"Amelanchier ovalis","Height","3","m","quantitative","general reference","Mateo1990","W",,,,,
"E01052",3355,"Amelanchier ovalis","Clonality","no","[2]","boolean","experience","Catalonia2008","W",41.82,1.47,,"Low",
"E01183",3355,"Amelanchier ovalis","Lifespan","long","[5]","semi-quantitative","general reference","Bolos1984","W",,,,,
"A16042",3355,"Amelanchier ovalis","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"C00491",3355,"Amelanchier ovalis","Spinescence","no","[2]","boolean","experience","Valencia2008","W",,,,,
"A06040",3355,"Amelanchier ovalis","DispMode","N","[9]","categorical","experience","Consensus2017","U",,,,,
"A06504",3355,"Amelanchier ovalis","Diaspore","fruit","[3]","categorical","general reference","Consensus2017","U",,,,,
"A13421",3355,"Amelanchier ovalis","FruitMass","90.7","mg","quantitative","measure","Herrera1987c","W",40,-4,,"VLow","f.a. Fruit fresh weight=195mg"
"A06219",3355,"Amelanchier ovalis","FruitType","fleshy","[2]","categorical","experience","Consensus2017","U",,,,,
"A08489",3355,"Amelanchier ovalis","SeedMass","5.1","mg","quantitative","measure","Ballesteros2015","W",39.5,-0.75,,"Low",
"A10261",3355,"Amelanchier ovalis","SeedMass","5.13","mg","quantitative","measure","Peman2012","W",41.38333,-4.45,,"VLow",
"A13362",3355,"Amelanchier ovalis","SeedMass","3","mg","quantitative","measure","Herrera1987c","W",40,-4,,"VLow",
"A10207",3355,"Amelanchier ovalis","SeedMass","5.16","mg","quantitative","measure","Peman2012","W",39.5,-0.75,,"Low",
"A10322",3355,"Amelanchier ovalis","SeedMass","5.13","mg","quantitative","measure","Peman2012","W",40,-4,,"VLow",
"C01201",3355,"Amelanchier ovalis","SeedMass","4.8","mg","quantitative","measure","BLlavors2001","W",39.5,-0.75,,"Low",
"C01263",3355,"Amelanchier ovalis","SeedShape","irregular","[2]","semi-quantitative","experience","Valencia2008","W",39.5,-0.75,,"Low",
"R02776",3355,"Amelanchier ovalis","BudSource","others","[13]","categorical","general reference","GciaFayos2001","W",39.4,-1.4,,"VLow","f.a. stump"
"C08936",3355,"Amelanchier ovalis","BudSource","root crown","[13]","categorical","measure","Quevedo2007","W",41.82,1.47,,"Low",
"R01351",3355,"Amelanchier ovalis","RespClip","yes","[2]","boolean","general reference","GciaFayos2001","W",39.4,-1.4,,"VLow",
"E02002",3355,"Amelanchier ovalis","RespFire","low","[2]","semi-quantitative","experience","SBarcelona2008","W",41.36,1.33,,"Low","f.c. high resprout mortality"
"R01350",3355,"Amelanchier ovalis","RespFire","yes","[2]","boolean","general reference","GciaFayos2001","W",39.4,-1.4,,"VLow",
"C08908",3355,"Amelanchier ovalis","RespFire","100","%","quantitative","measure","Quevedo2007","W",41.82,1.47,,"Low","f.a. prescribed burning conducted in spring and winter"
"E01253",3355,"Amelanchier ovalis","SoilSeedBank","transient|unk","[7]","semi-quantitative conditional","experience","Catalonia2008","W",41.82,1.47,,"Low",
"E01269",3355,"Amelanchier ovalis","SeedlEmerg","no","[2]","boolean","experience","Catalonia2008","W",41.82,1.47,,"Low",
"E02003",3355,"Amelanchier ovalis","SeedlEmerg","no","[2]","boolean","experience","SBarcelona2008","W",41.36,1.33,,"Low",
"A04170",3367,"Aphanes arvensis","GrowthForm","annual forb","[13]","categorical","general reference","Pankhurst2007","U",,,,,
"A12491",3367,"Aphanes arvensis","LeafDivision","simple","[2]","categorical","general reference","Davis1965","U",,,,,
"A12786",3367,"Aphanes arvensis","LeafShape","broad","[7]","categorical","general reference","Davis1965","U",,,,,
"A16073",3367,"Aphanes arvensis","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"A12070",3367,"Aphanes arvensis","Spinescence","no","[2]","boolean","general reference","Davis1965","U",,,,,
"A16074",3367,"Aphanes arvensis","DispMode","G","[9]","categorical","compilation","Correia2018","U",,,,,
"A03424",3367,"Aphanes arvensis","Diaspore","fruit","[3]","categorical","general reference","Castroviejo1986","U",,,,,
"A03212",3367,"Aphanes arvensis","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C07348",3367,"Aphanes arvensis","RespFire","no","[2]","boolean","experience","Alberdi2002","W",42.65,-2.28,1000,"High",
"C07438",3367,"Aphanes arvensis","SeedlEmerg","yes","[2]","boolean","experience","Alberdi2002","W",42.65,-2.28,1000,"High",
"A04171",3368,"Aphanes microcarpa","GrowthForm","annual forb","[13]","categorical","general reference","Pankhurst2007","U",,,,,
"A12492",3368,"Aphanes microcarpa","LeafDivision","simple","[2]","categorical","general reference","Davis1965","U",,,,,
"A12787",3368,"Aphanes microcarpa","LeafShape","broad","[7]","categorical","general reference","Davis1965","U",,,,,
"A12071",3368,"Aphanes microcarpa","Spinescence","no","[2]","boolean","general reference","Davis1965","U",,,,,
"C02992",3368,"Aphanes microcarpa","DispMode","G","[9]","categorical","compilation","Valbuena2001","W",,,,,
"A03425",3368,"Aphanes microcarpa","Diaspore","fruit","[3]","categorical","general reference","Castroviejo1986","U",,,,,
"A03213",3368,"Aphanes microcarpa","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C08370",3368,"Aphanes microcarpa","SeedMass","0.13","mg","quantitative","measure","Azcarate2002","W",40.63,-4.17,800,"High",
"C02785",3368,"Aphanes microcarpa","RespFire","no","[2]","boolean","compilation","Valbuena2001","W",42.83,-5.48,1220,"High",
"C08274",3368,"Aphanes microcarpa","SoilSeedBank","persistent|veg","[7]","semi-quantitative conditional","measure","Peco2003","W",40.67,-4.09,800,"Mod",
"C02815",3368,"Aphanes microcarpa","SeedlEmerg","yes","[2]","boolean","compilation","Valbuena2001","W",42.83,-5.48,1220,"High",
"A00745",3368,"Aphanes microcarpa","SeedlEmerg","yes","[2]","boolean","experience","Cespedes2014b","W",38.05,-4.716667,550,"High",
"A04205",3371,"Aruncus dioicus","GrowthForm","perennial forb","[13]","categorical","general reference","Pankhurst2007","U",,,,,
"A03431",3371,"Aruncus dioicus","Diaspore","seed","[3]","categorical","general reference","Castroviejo1986","U",,,,,
"A03214",3371,"Aruncus dioicus","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C02441",3371,"Aruncus dioicus","SeedMass","0.1","mg","quantitative","measure","Cerabolini2003","C",,,,,
"A13575",6587,"Cotoneaster granatensis","GrowthForm","large shrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A13478",6587,"Cotoneaster granatensis","DispMode","Z","[9]","categorical","experience","Herrera1987c","W",,,,,"f.a. By Birds and Mammals"
"A13419",6587,"Cotoneaster granatensis","FruitMass","74.9","mg","quantitative","measure","Herrera1987c","W",37.2,-4.2,,"VLow","f.a. Fruit fresh weight=165mg"
"A13537",6587,"Cotoneaster granatensis","FruitType","fleshy","[2]","categorical","experience","Herrera1987c","W",,,,,"f.a. Drupe"
"A13360",6587,"Cotoneaster granatensis","SeedMass","25","mg","quantitative","measure","Herrera1987c","W",37.2,-4.2,,"VLow",
"A08321",5443,"Cotoneaster nummularius","GrowthForm","large shrub","[13]","categorical","general reference","Consensus2017","U",,,,,
"A12511",5443,"Cotoneaster nummularius","LeafDivision","simple","[2]","categorical","general reference","Davis1965","U",,,,,
"A12359",5443,"Cotoneaster nummularius","LeafPhenology","winter deciduous","[4]","categorical","general reference","Davis1965","U",,,,,"f.a. deciduous; f.a. genus property"
"A12810",5443,"Cotoneaster nummularius","LeafShape","broad","[7]","categorical","general reference","Davis1965","U",,,,,
"A13000",5443,"Cotoneaster nummularius","LeafArea","medium","[5]","semi-quantitative","general reference","Davis1965","U",,,,,
"A06895",5443,"Cotoneaster nummularius","StemDensity","0.69","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A12073",5443,"Cotoneaster nummularius","Spinescence","no","[2]","boolean","general reference","Davis1965","U",,,,,
"A12326",5443,"Cotoneaster nummularius","FruitType","fleshy","[2]","categorical","general reference","Davis1965","U",,,,,
"A08322",5445,"Crataegus azarolus","GrowthForm","tree","[13]","categorical","general reference","Consensus2017","U",,,,,
"A12360",5445,"Crataegus azarolus","LeafPhenology","winter deciduous","[4]","categorical","general reference","Davis1965","U",,,,,"f.a. deciduous; f.a. genus property"
"A06896",5445,"Crataegus azarolus","StemDensity","0.61","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A12298",5445,"Crataegus azarolus","Diaspore","seed","[3]","categorical","general reference","Davis1965","U",,,,,"f.a. drupe"
"A12327",5445,"Crataegus azarolus","FruitType","fleshy","[2]","categorical","general reference","Davis1965","U",,,,,
"A04487",3468,"Crataegus azarolus var. aronia","GrowthForm","large shrub","[13]","categorical","general reference","Pankhurst2007","U",,,,,
"A03407",3468,"Crataegus azarolus var. aronia","LeafPhenology","winter deciduous","[4]","categorical","general reference","Tutin1964","U",,,,,
"A12075",3468,"Crataegus azarolus var. aronia","Spinescence","yes","[2]","boolean","general reference","Davis1965","U",,,,,
"A03467",3468,"Crataegus azarolus var. aronia","Diaspore","fruit","[3]","categorical","general reference","Castroviejo1986","U",,,,,
"A03215",3468,"Crataegus azarolus var. aronia","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C06818",3468,"Crataegus azarolus var. aronia","RespFire","yes","[2]","boolean","compilation","Arianoutsou2000","M",32.71,35.03,,"Mod",
"C06928",3468,"Crataegus azarolus var. aronia","SeedlEmerg","no","[2]","boolean","compilation","Arianoutsou2000","M",32.71,35.03,,"Mod",
"A08360",5567,"Crataegus laevigata","GrowthForm","tree","[13]","categorical","general reference","Castroviejo1986","U",,,,,
"A07603",5567,"Crataegus laevigata","SLA","17.1","mm2/mg","quantitative","compilation","Aguinagalde2005","U",,,,,
"A16327",5567,"Crataegus laevigata","NutritionalRelat","ectomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"A08483",5567,"Crataegus laevigata","Spinescence","yes","[2]","boolean","general reference","Castroviejo1986","U",,,,,
"A16328",5567,"Crataegus laevigata","DispMode","N","[9]","categorical","compilation","Correia2018","U",,,,,
"A04489",3469,"Crataegus monogyna","GrowthForm","large shrub","[13]","categorical","general reference","Pankhurst2007","U",,,,,
"A06309",3469,"Crataegus monogyna","LeafDivision","simple","[2]","categorical","experience","Consensus2017","U",,,,,
"A07058",3469,"Crataegus monogyna","LeafLifespan","6","months","quantitative","measure","VillarSalvador2000","W",,,,,"f.c. data from phenomorphologic herbarium of IPE-CSIC"
"A07559",3469,"Crataegus monogyna","LeafLifespan","5.2","months","quantitative","measure","Mediavilla2003","W",41.10023,-5.910835,975,"Low",
"A07635",3469,"Crataegus monogyna","LeafLifespan","4.9","months","quantitative","measure","Navas2003","W",43.59115,5.329531,,"Low","SE = 0.3 months"
"A06644",3469,"Crataegus monogyna","LeafPhenology","winter deciduous","[4]","categorical","general reference","Consensus2017","U",,,,,
"A06374",3469,"Crataegus monogyna","LeafShape","broad","[7]","categorical","experience","Consensus2017","U",,,,,
"E02531",3469,"Crataegus monogyna","LeafArea","small","[5]","semi-quantitative","experience","Attica2008","E",38,23.7,,"Low",
"A06995",3469,"Crataegus monogyna","LNCm","15.11","mg/g","quantitative","measure","VillarSalvador2000","W",,,,,"f.a. Sampling: spring-summer"
"A07578",3469,"Crataegus monogyna","LNCm","19.4","mg/g","quantitative","measure","Mediavilla2003","W",41.10023,-5.910835,975,"Low","SE = 1.16 mg/g. Sampling: growing season"
"A01502",3469,"Crataegus monogyna","SLA","13.7","mm2/mg","quantitative","measure","Dominguez2012","W",36.53,-5.57,545,"High",
"A01032",3469,"Crataegus monogyna","SLA","18.255","mm2/mg","quantitative","measure","Chaideftou2006","E",40.15867,20.72111,,"Mod",
"A07482",3469,"Crataegus monogyna","SLA","10.63","mm2/mg","quantitative","measure","Villar2001","W",37.38333,-5.983333,,"VLow","f.a. Sampling: summer"
"A15648",3469,"Crataegus monogyna","SLA","13.53","mm2/mg","quantitative","measure","Riva2016u","W",37.94,-4.77,200,"High",
"A07460",3469,"Crataegus monogyna","SLA","14.033","mm2/mg","quantitative","measure","Gratani1998","C",42.41667,13.5,1100,"High","SE = 0.781 mm2/mg. Sampling: growing season"
"A07604",3469,"Crataegus monogyna","SLA","15.8","mm2/mg","quantitative","compilation","Aguinagalde2005","U",,,,,
"A01614",3469,"Crataegus monogyna","SLA","10.6","mm2/mg","quantitative","measure","Navas2010","W",43.76,3.7,300,"High",
"A07439",3469,"Crataegus monogyna","SLA","8.2","mm2/mg","quantitative","measure","Mediavilla2003","W",41.10023,-5.910835,975,"Low","SE = 0.24 mm2/mg. Sampling: growing season"
"A08644",3469,"Crataegus monogyna","SLA","23.31","mm2/mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A00516",3469,"Crataegus monogyna","BarkThick","9.0|17.8","mm | cm","quantitative conditional","measure","Catry2013","W",39.79581,-8.073132,,"VLow","f.c. mean value of several locations"
"E01105",3469,"Crataegus monogyna","Height","6","m","quantitative","general reference","Bolos1984","W",,,,,
"E02527",3469,"Crataegus monogyna","Height","4","m","quantitative","general reference","Tutin1964","U",,,,,
"A07260",3469,"Crataegus monogyna","Height","8","m","quantitative","compilation","VillarSalvador2000","W",,,,,"f.c. corrected data, originally from different Floras"
"A00503",3469,"Crataegus monogyna","Height","4","m","quantitative","measure","Catry2013","W",39.79581,-8.073132,,"VLow","f.c. mean value of several locations"
"A06897",3469,"Crataegus monogyna","StemDensity","0.68","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A08961",3469,"Crataegus monogyna","LDMC","327.74","mg/g","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"E02524",3469,"Crataegus monogyna","Clonality","no","[2]","boolean","experience","Attica2008","E",38,23.7,,"Low",
"E01054",3469,"Crataegus monogyna","Clonality","no","[2]","boolean","experience","Catalonia2008","W",41.82,1.47,,"Low",
"E02533",3469,"Crataegus monogyna","Lifespan","long","[5]","semi-quantitative","general reference","Tutin1964","U",,,,,
"E01185",3469,"Crataegus monogyna","Lifespan","long","[5]","semi-quantitative","general reference","Bolos1984","W",,,,,
"A01586",3469,"Crataegus monogyna","NutritionalRelat","ectomycorrhizal symbiosis","[8]","categorical","measure","Maremmani2003","C",44.37,12.23,,"Low",
"A16329",3469,"Crataegus monogyna","NutritionalRelat","ectomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"A07163",3469,"Crataegus monogyna","RootDepth","0.453","m","quantitative","measure","Silva2002","W",38.9,-9.3,,"Mod",
"E02538",3469,"Crataegus monogyna","Spinescence","no","[2]","boolean","experience","Attica2008","E",,,,,
"A06010",3469,"Crataegus monogyna","DispMode","N","[9]","categorical","experience","Consensus2017","U",,,,,
"A06516",3469,"Crataegus monogyna","Diaspore","fruit","[3]","categorical","general reference","Consensus2017","U",,,,,
"A07726",3469,"Crataegus monogyna","FruitMass","183.2","mg","quantitative","measure","CastroDiez2003","W",41.97,-0.63,,"Low",
"A00921",3469,"Crataegus monogyna","FruitMass","134.7","mg","quantitative","measure","Martinez2007","W",43.28333,-5.5,1000,"High",
"A13429",3469,"Crataegus monogyna","FruitMass","294.7","mg","quantitative","measure","Herrera1987c","W",40,-4,,"VLow","f.a. Fruit fresh weight=675mg"
"A01048",3469,"Crataegus monogyna","FruitMass","328.9","mg","quantitative","measure","Chaideftou2006","E",40.15867,20.72111,,"Mod",
